crop,yield,rainfall,temperature
Soybeans,16168,534,13.81
Soybeans,16168,534,18.03
Soybeans,16168,534,17.42
Spotatoes,132702,534,16.71
Spotatoes,132702,534,20.19
Spotatoes,132702,534,11.84
Spotatoes,132702,534,13.81
Spotatoes,132702,534,18.03
Spotatoes,132702,534,17.42
Wheat,19658,534,16.71
Wheat,19658,534,20.19
Wheat,19658,534,11.84
Wheat,19658,534,13.81
Wheat,19658,534,18.03
Wheat,19658,534,17.42
Maize,46620,534,16.43
Maize,46620,534,19.59
Maize,46620,534,11.6
Maize,46620,534,13.52
Maize,46620,534,19.17
Maize,46620,534,17.36
Potatoes,294270,534,16.43
Potatoes,294270,534,19.59
Potatoes,294270,534,11.6
Potatoes,294270,534,13.52
Potatoes,294270,534,19.17
Potatoes,294270,534,17.36
Rice,81537,534,16.43
Rice,81537,534,19.59
Rice,81537,534,11.6
Rice,81537,534,13.52
Rice,81537,534,19.17
Rice,81537,534,17.36
Sorghum,21697,534,16.43
Sorghum,21697,534,19.59
Sorghum,21697,534,11.6
Sorghum,21697,534,13.52
Sorghum,21697,534,19.17
Sorghum,21697,534,17.36
Soybeans,19999,534,16.43
Soybeans,19999,534,19.59
Soybeans,19999,534,11.6
Soybeans,19999,534,13.52
Soybeans,19999,534,19.17
Soybeans,19999,534,17.36
Spotatoes,140961,534,16.43
Spotatoes,140961,534,19.59
Spotatoes,140961,534,11.6
Spotatoes,140961,534,13.52
Spotatoes,140961,534,19.17
Spotatoes,140961,534,17.36
Wheat,11356,534,16.43
Wheat,11356,534,19.59
Wheat,11356,534,11.6
Wheat,11356,534,13.52
Wheat,11356,534,19.17
Wheat,11356,534,17.36
Maize,48263,534,16.14
Maize,48263,534,20.12
Maize,48263,534,11.39
Maize,48263,534,13.14
Maize,48263,534,18.88
Maize,48263,534,16.95
Potatoes,298183,534,16.14
Potatoes,298183,534,20.12
Potatoes,298183,534,11.39
Potatoes,298183,534,13.14
Potatoes,298183,534,18.88
Potatoes,298183,534,16.95
Rice,88003,534,16.14
Rice,88003,534,20.12
Rice,88003,534,11.39
Rice,88003,534,13.14
Rice,88003,534,18.88
Rice,88003,534,16.95
Sorghum,18555,534,16.14
Sorghum,18555,534,20.12
Sorghum,18555,534,11.39
Sorghum,18555,534,13.14
Sorghum,18555,534,18.88
Sorghum,18555,534,16.95
Soybeans,15318,534,16.14
Soybeans,15318,534,20.12
Soybeans,15318,534,11.39
Soybeans,15318,534,13.14
Soybeans,15318,534,18.88
Soybeans,15318,534,16.95
Spotatoes,155252,534,16.14
Spotatoes,155252,534,20.12
Spotatoes,155252,534,11.39
Spotatoes,155252,534,13.14
Spotatoes,155252,534,18.88
Spotatoes,155252,534,16.95
Wheat,17899,534,16.14
Wheat,17899,534,20.12
Wheat,17899,534,11.39
Wheat,17899,534,13.14
Wheat,17899,534,18.88
Wheat,17899,534,16.95
Maize,57689,534,16.12
Maize,57689,534,20.06
Maize,57689,534,11.29
Maize,57689,534,13.05
Maize,57689,534,19.13
Maize,57689,534,17.05
Potatoes,312853,534,16.12
Potatoes,312853,534,20.06
Potatoes,312853,534,11.29
Potatoes,312853,534,13.05
Potatoes,312853,534,19.13
Potatoes,312853,534,17.05
Rice,63540,534,16.12
Rice,63540,534,20.06
Rice,63540,534,11.29
Rice,63540,534,13.05
Rice,63540,534,19.13
Rice,63540,534,17.05
Sorghum,20677,534,16.12
Sorghum,20677,534,20.06
Sorghum,20677,534,11.29
Sorghum,20677,534,13.05
Sorghum,20677,534,19.13
Sorghum,20677,534,17.05
Soybeans,18740,534,16.12
Soybeans,18740,534,20.06
Soybeans,18740,534,11.29
Soybeans,18740,534,13.05
Soybeans,18740,534,19.13
Soybeans,18740,534,17.05
Spotatoes,172474,534,16.12
Spotatoes,172474,534,20.06
Spotatoes,172474,534,11.29
Spotatoes,172474,534,13.05
Spotatoes,172474,534,19.13
Spotatoes,172474,534,17.05
Wheat,21673,534,16.12
Wheat,21673,534,20.06
Wheat,21673,534,11.29
Wheat,21673,534,13.05
Wheat,21673,534,19.13
Wheat,21673,534,17.05
Maize,59403,534,16.48
Maize,59403,534,20.16
Maize,59403,534,12.13
Maize,59403,534,13.93
Maize,59403,534,18.94
Maize,59403,534,17.51
Potatoes,313056,534,16.48
Potatoes,313056,534,20.16
Potatoes,313056,534,12.13
Potatoes,313056,534,13.93
Potatoes,313056,534,18.94
Potatoes,313056,534,17.51
Rice,83263,534,16.48
Rice,83263,534,20.16
Rice,83263,534,12.13
Rice,83263,534,13.93
Rice,83263,534,18.94
Rice,83263,534,17.51
Sorghum,26195,534,16.48
Sorghum,26195,534,20.16
Sorghum,26195,534,12.13
Sorghum,26195,534,13.93
Sorghum,26195,534,18.94
Sorghum,26195,534,17.51
Soybeans,18974,534,16.48
Soybeans,18974,534,20.16
Soybeans,18974,534,12.13
Soybeans,18974,534,13.93
Soybeans,18974,534,18.94
Soybeans,18974,534,17.51
Spotatoes,244444,534,16.48
Spotatoes,244444,534,20.16
Spotatoes,244444,534,12.13
Spotatoes,244444,534,13.93
Spotatoes,244444,534,18.94
Spotatoes,244444,534,17.51
Wheat,18412,534,16.48
Wheat,18412,534,20.16
Wheat,18412,534,12.13
Wheat,18412,534,13.93
Wheat,18412,534,18.94
Wheat,18412,534,17.51
Maize,47544,534,16.28
Maize,47544,534,20.62
Maize,47544,534,12.46
Maize,47544,534,13.61
Maize,47544,534,18.9
Maize,47544,534,18.05
Potatoes,322292,534,16.28
Potatoes,322292,534,20.62
Potatoes,322292,534,12.46
Potatoes,322292,534,13.61
Potatoes,322292,534,18.9
Potatoes,322292,534,18.05
Rice,94256,534,16.28
Rice,94256,534,20.62
Rice,94256,534,12.46
Rice,94256,534,13.61
Rice,94256,534,18.9
Rice,94256,534,18.05
Sorghum,21321,534,16.28
Sorghum,21321,534,20.62
Sorghum,21321,534,12.46
Sorghum,21321,534,13.61
Sorghum,21321,534,18.9
Sorghum,21321,534,18.05
Soybeans,17035,534,16.28
Soybeans,17035,534,20.62
Soybeans,17035,534,12.46
Soybeans,17035,534,13.61
Soybeans,17035,534,18.9
Soybeans,17035,534,18.05
Spotatoes,276923,534,16.28
Spotatoes,276923,534,20.62
Spotatoes,276923,534,12.46
Spotatoes,276923,534,13.61
Spotatoes,276923,534,18.9
Spotatoes,276923,534,18.05
Wheat,19153,534,16.28
Wheat,19153,534,20.62
Wheat,19153,534,12.46
Wheat,19153,534,13.61
Wheat,19153,534,18.9
Wheat,19153,534,18.05
Maize,51212,534,16.77
Maize,51212,534,19.75
Maize,51212,534,12.1
Maize,51212,534,14.2
Maize,51212,534,19.28
Maize,51212,534,17.55
Potatoes,321265,534,16.77
Potatoes,321265,534,19.75
Potatoes,321265,534,12.1
Potatoes,321265,534,14.2
Potatoes,321265,534,19.28
Potatoes,321265,534,17.55
Rice,91615,534,16.77
Rice,91615,534,19.75
Rice,91615,534,12.1
Rice,91615,534,14.2
Rice,91615,534,19.28
Rice,91615,534,17.55
Sorghum,32215,534,16.77
Sorghum,32215,534,19.75
Sorghum,32215,534,12.1
Sorghum,32215,534,14.2
Sorghum,32215,534,19.28
Sorghum,32215,534,17.55
Soybeans,22667,534,16.77
Soybeans,22667,534,19.75
Soybeans,22667,534,12.1
Soybeans,22667,534,14.2
Soybeans,22667,534,19.28
Soybeans,22667,534,17.55
Spotatoes,275000,534,16.77
Spotatoes,275000,534,19.75
Spotatoes,275000,534,12.1
Spotatoes,275000,534,14.2
Spotatoes,275000,534,19.28
Spotatoes,275000,534,17.55
Wheat,20066,534,16.77
Wheat,20066,534,19.75
Wheat,20066,534,12.1
Wheat,20066,534,14.2
Wheat,20066,534,19.28
Wheat,20066,534,17.55
Maize,49360,534,17.08
Maize,49360,534,19.89
Maize,49360,534,12.09
Maize,49360,534,14.32
Maize,49360,534,19.07
Maize,49360,534,17.57
Potatoes,284527,534,17.08
Potatoes,284527,534,19.89
Potatoes,284527,534,12.09
Potatoes,284527,534,14.32
Potatoes,284527,534,19.07
Potatoes,284527,534,17.57
Rice,82573,534,17.08
Rice,82573,534,19.89
Rice,82573,534,12.09
Rice,82573,534,14.32
Rice,82573,534,19.07
Rice,82573,534,17.57
Sorghum,34003,534,17.08
Sorghum,34003,534,19.89
Sorghum,34003,534,12.09
Sorghum,34003,534,14.32
Sorghum,34003,534,19.07
Sorghum,34003,534,17.57
Soybeans,18714,534,17.08
Soybeans,18714,534,19.89
Soybeans,18714,534,12.09
Soybeans,18714,534,14.32
Soybeans,18714,534,19.07
Soybeans,18714,534,17.57
Spotatoes,317647,534,17.08
Spotatoes,317647,534,19.89
Spotatoes,317647,534,12.09
Spotatoes,317647,534,14.32
Spotatoes,317647,534,19.07
Spotatoes,317647,534,17.57
Wheat,18209,534,17.08
Wheat,18209,534,19.89
Wheat,18209,534,12.09
Wheat,18209,534,14.32
Wheat,18209,534,19.07
Wheat,18209,534,17.57
Maize,46471,534,16.63
Maize,46471,534,20.21
Maize,46471,534,12.29
Maize,46471,534,14.18
Maize,46471,534,18.39
Maize,46471,534,17.85
Potatoes,328633,534,16.63
Potatoes,328633,534,20.21
Potatoes,328633,534,12.29
Potatoes,328633,534,14.18
Potatoes,328633,534,18.39
Potatoes,328633,534,17.85
Rice,93071,534,16.63
Rice,93071,534,20.21
Rice,93071,534,12.29
Rice,93071,534,14.18
Rice,93071,534,18.39
Rice,93071,534,17.85
Sorghum,25539,534,16.63
Sorghum,25539,534,20.21
Sorghum,25539,534,12.29
Sorghum,25539,534,14.18
Sorghum,25539,534,18.39
Sorghum,25539,534,17.85
Soybeans,14626,534,16.63
Soybeans,14626,534,20.21
Soybeans,14626,534,12.29
Soybeans,14626,534,14.18
Soybeans,14626,534,18.39
Soybeans,14626,534,17.85
Spotatoes,333333,534,16.63
Spotatoes,333333,534,20.21
Spotatoes,333333,534,12.29
Spotatoes,333333,534,14.18
Spotatoes,333333,534,18.39
Spotatoes,333333,534,17.85
Wheat,18209,534,16.63
Wheat,18209,534,20.21
Wheat,18209,534,12.29
Wheat,18209,534,14.18
Wheat,18209,534,18.39
Wheat,18209,534,17.85
Maize,54929,534,16.63
Maize,54929,534,20.38
Maize,54929,534,12.31
Maize,54929,534,14.08
Maize,54929,534,18.93
Maize,54929,534,17.73
Potatoes,351358,534,16.63
Potatoes,351358,534,20.38
Potatoes,351358,534,12.31
Potatoes,351358,534,14.08
Potatoes,351358,534,18.93
Potatoes,351358,534,17.73
Rice,82580,534,16.63
Rice,82580,534,20.38
Rice,82580,534,12.31
Rice,82580,534,14.08
Rice,82580,534,18.93
Rice,82580,534,17.73
Sorghum,24561,534,16.63
Sorghum,24561,534,20.38
Sorghum,24561,534,12.31
Sorghum,24561,534,14.08
Sorghum,24561,534,18.93
Sorghum,24561,534,17.73
Soybeans,19487,534,16.63
Soybeans,19487,534,20.38
Soybeans,19487,534,12.31
Soybeans,19487,534,14.08
Soybeans,19487,534,18.93
Soybeans,19487,534,17.73
Spotatoes,347368,534,16.63
Spotatoes,347368,534,20.38
Spotatoes,347368,534,12.31
Spotatoes,347368,534,14.08
Spotatoes,347368,534,18.93
Spotatoes,347368,534,17.73
Wheat,21076,534,16.63
Wheat,21076,534,20.38
Wheat,21076,534,12.31
Wheat,21076,534,14.08
Wheat,21076,534,18.93
Wheat,21076,534,17.73
Maize,56326,534,16.64
Maize,56326,534,20.42
Maize,56326,534,12.35
Maize,56326,534,13.74
Maize,56326,534,18.87
Maize,56326,534,17.87
Potatoes,362787,534,16.64
Potatoes,362787,534,20.42
Potatoes,362787,534,12.35
Potatoes,362787,534,13.74
Potatoes,362787,534,18.87
Potatoes,362787,534,17.87
Rice,83305,534,16.64
Rice,83305,534,20.42
Rice,83305,534,12.35
Rice,83305,534,13.74
Rice,83305,534,18.87
Rice,83305,534,17.87
Sorghum,27367,534,16.64
Sorghum,27367,534,20.42
Sorghum,27367,534,12.35
Sorghum,27367,534,13.74
Sorghum,27367,534,18.87
Sorghum,27367,534,17.87
Soybeans,22136,534,16.64
Soybeans,22136,534,20.42
Soybeans,22136,534,12.35
Soybeans,22136,534,13.74
Soybeans,22136,534,18.87
Soybeans,22136,534,17.87
Spotatoes,333333,534,16.64
Spotatoes,333333,534,20.42
Spotatoes,333333,534,12.35
Spotatoes,333333,534,13.74
Spotatoes,333333,534,18.87
Spotatoes,333333,534,17.87
Wheat,19998,534,16.64
Wheat,19998,534,20.42
Wheat,19998,534,12.35
Wheat,19998,534,13.74
Wheat,19998,534,18.87
Wheat,19998,534,17.87
Maize,57983,534,16.93
Maize,57983,534,20.71
Maize,57983,534,12.48
Maize,57983,534,14.38
Maize,57983,534,18.26
Maize,57983,534,18.03
Potatoes,344117,534,16.93
Potatoes,344117,534,20.71
Potatoes,344117,534,12.48
Potatoes,344117,534,14.38
Potatoes,344117,534,18.26
Potatoes,344117,534,18.03
Rice,66168,534,16.93
Rice,66168,534,20.71
Rice,66168,534,12.48
Rice,66168,534,14.38
Rice,66168,534,18.26
Rice,66168,534,18.03
Sorghum,26629,534,16.93
Sorghum,26629,534,20.71
Sorghum,26629,534,12.48
Sorghum,26629,534,14.38
Sorghum,26629,534,18.26
Sorghum,26629,534,18.03
Soybeans,16810,534,16.93
Soybeans,16810,534,20.71
Soybeans,16810,534,12.48
Soybeans,16810,534,14.38
Soybeans,16810,534,18.26
Soybeans,16810,534,18.03
Spotatoes,336000,534,16.93
Spotatoes,336000,534,20.71
Spotatoes,336000,534,12.48
Spotatoes,336000,534,14.38
Spotatoes,336000,534,18.26
Spotatoes,336000,534,18.03
Wheat,16348,534,16.93
Wheat,16348,534,20.71
Wheat,16348,534,12.48
Wheat,16348,534,14.38
Wheat,16348,534,18.26
Wheat,16348,534,18.03
Maize,53856,534,16.75
Maize,53856,534,20.17
Maize,53856,534,12.51
Maize,53856,534,13.99
Maize,53856,534,18.99
Maize,53856,534,17.75
Potatoes,354317,534,16.75
Potatoes,354317,534,20.17
Potatoes,354317,534,12.51
Potatoes,354317,534,13.99
Potatoes,354317,534,18.99
Potatoes,354317,534,17.75
Rice,98176,534,16.75
Rice,98176,534,20.17
Rice,98176,534,12.51
Rice,98176,534,13.99
Rice,98176,534,18.99
Rice,98176,534,17.75
Sorghum,25205,534,16.75
Sorghum,25205,534,20.17
Sorghum,25205,534,12.51
Sorghum,25205,534,13.99
Sorghum,25205,534,18.99
Sorghum,25205,534,17.75
Soybeans,20993,534,16.75
Soybeans,20993,534,20.17
Soybeans,20993,534,12.51
Soybeans,20993,534,13.99
Soybeans,20993,534,18.99
Soybeans,20993,534,17.75
Spotatoes,278748,534,16.75
Spotatoes,278748,534,20.17
Spotatoes,278748,534,12.51
Spotatoes,278748,534,13.99
Spotatoes,278748,534,18.99
Spotatoes,278748,534,17.75
Wheat,20213,534,16.75
Wheat,20213,534,20.17
Wheat,20213,534,12.51
Wheat,20213,534,13.99
Wheat,20213,534,18.99
Wheat,20213,534,17.75
Maize,49103,534,17.49
Maize,49103,534,20.31
Maize,49103,534,12.83
Maize,49103,534,14.99
Maize,49103,534,18.84
Maize,49103,534,18.02
Potatoes,355463,534,17.49
Potatoes,355463,534,20.31
Potatoes,355463,534,12.83
Potatoes,355463,534,14.99
Potatoes,355463,534,18.84
Potatoes,355463,534,18.02
Rice,82609,534,17.49
Rice,82609,534,20.31
Rice,82609,534,12.83
Rice,82609,534,14.99
Rice,82609,534,18.84
Rice,82609,534,18.02
Sorghum,20918,534,17.49
Sorghum,20918,534,20.31
Sorghum,20918,534,12.83
Sorghum,20918,534,14.99
Sorghum,20918,534,18.84
Sorghum,20918,534,18.02
Soybeans,19730,534,17.49
Soybeans,19730,534,20.31
Soybeans,19730,534,12.83
Soybeans,19730,534,14.99
Soybeans,19730,534,18.84
Soybeans,19730,534,18.02
Spotatoes,346237,534,17.49
Spotatoes,346237,534,20.31
Spotatoes,346237,534,12.83
Spotatoes,346237,534,14.99
Spotatoes,346237,534,18.84
Spotatoes,346237,534,18.02
Wheat,9173,534,17.49
Wheat,9173,534,20.31
Wheat,9173,534,12.83
Wheat,9173,534,14.99
Wheat,9173,534,18.84
Wheat,9173,534,18.02
Maize,56912,534,16.7
Maize,56912,534,19.79
Maize,56912,534,12
Maize,56912,534,14.11
Maize,56912,534,18.78
Maize,56912,534,17.32
Potatoes,381224,534,16.7
Potatoes,381224,534,19.79
Potatoes,381224,534,12
Potatoes,381224,534,14.11
Potatoes,381224,534,18.78
Potatoes,381224,534,17.32
Rice,75988,534,16.7
Rice,75988,534,19.79
Rice,75988,534,12
Rice,75988,534,14.11
Rice,75988,534,18.78
Rice,75988,534,17.32
Sorghum,40252,534,16.7
Sorghum,40252,534,19.79
Sorghum,40252,534,12
Sorghum,40252,534,14.11
Sorghum,40252,534,18.78
Sorghum,40252,534,17.32
Soybeans,23289,534,16.7
Soybeans,23289,534,19.79
Soybeans,23289,534,12
Soybeans,23289,534,14.11
Soybeans,23289,534,18.78
Soybeans,23289,534,17.32
Spotatoes,266530,534,16.7
Spotatoes,266530,534,19.79
Spotatoes,266530,534,12
Spotatoes,266530,534,14.11
Spotatoes,266530,534,18.78
Spotatoes,266530,534,17.32
Wheat,10788,534,16.7
Wheat,10788,534,19.79
Wheat,10788,534,12
Wheat,10788,534,14.11
Wheat,10788,534,18.78
Wheat,10788,534,17.32
Maize,58171,534,17.39
Maize,58171,534,20.65
Maize,58171,534,12.87
Maize,58171,534,14.65
Maize,58171,534,19.01
Maize,58171,534,18.18
Potatoes,361747,534,17.39
Potatoes,361747,534,20.65
Potatoes,361747,534,12.87
Potatoes,361747,534,14.65
Potatoes,361747,534,19.01
Potatoes,361747,534,18.18
Rice,84609,534,17.39
Rice,84609,534,20.65
Rice,84609,534,12.87
Rice,84609,534,14.65
Rice,84609,534,19.01
Rice,84609,534,18.18
Sorghum,35096,534,17.39
Sorghum,35096,534,20.65
Sorghum,35096,534,12.87
Sorghum,35096,534,14.65
Sorghum,35096,534,19.01
Sorghum,35096,534,18.18
Soybeans,18926,534,17.39
Soybeans,18926,534,20.65
Soybeans,18926,534,12.87
Soybeans,18926,534,14.65
Soybeans,18926,534,19.01
Soybeans,18926,534,18.18
Spotatoes,250797,534,17.39
Spotatoes,250797,534,20.65
Spotatoes,250797,534,12.87
Spotatoes,250797,534,14.65
Spotatoes,250797,534,19.01
Spotatoes,250797,534,18.18
Wheat,15831,534,17.39
Wheat,15831,534,20.65
Wheat,15831,534,12.87
Wheat,15831,534,14.65
Wheat,15831,534,19.01
Wheat,15831,534,18.18
Maize,55593,534,16.72
Maize,55593,534,20.33
Maize,55593,534,12.37
Maize,55593,534,14.23
Maize,55593,534,19.09
Maize,55593,534,18
Potatoes,351334,534,16.72
Potatoes,351334,534,20.33
Potatoes,351334,534,12.37
Potatoes,351334,534,14.23
Potatoes,351334,534,19.09
Potatoes,351334,534,18
Rice,103895,534,16.72
Rice,103895,534,20.33
Rice,103895,534,12.37
Rice,103895,534,14.23
Rice,103895,534,19.09
Rice,103895,534,18
Sorghum,30279,534,16.72
Sorghum,30279,534,20.33
Sorghum,30279,534,12.37
Sorghum,30279,534,14.23
Sorghum,30279,534,19.09
Sorghum,30279,534,18
Soybeans,19042,534,16.72
Soybeans,19042,534,20.33
Soybeans,19042,534,12.37
Soybeans,19042,534,14.23
Soybeans,19042,534,19.09
Soybeans,19042,534,18
Spotatoes,305974,534,16.72
Spotatoes,305974,534,20.33
Spotatoes,305974,534,12.37
Spotatoes,305974,534,14.23
Spotatoes,305974,534,19.09
Spotatoes,305974,534,18
Wheat,15729,534,16.72
Wheat,15729,534,20.33
Wheat,15729,534,12.37
Wheat,15729,534,14.23
Wheat,15729,534,19.09
Wheat,15729,534,18
Maize,57390,534,16.9
Maize,57390,534,19.88
Maize,57390,534,12.16
Maize,57390,534,14.19
Maize,57390,534,19.99
Maize,57390,534,17.71
Potatoes,350887,534,16.9
Potatoes,350887,534,19.88
Potatoes,350887,534,12.16
Potatoes,350887,534,14.19
Potatoes,350887,534,19.99
Potatoes,350887,534,17.71
Rice,95441,534,16.9
Rice,95441,534,19.88
Rice,95441,534,12.16
Rice,95441,534,14.19
Rice,95441,534,19.99
Rice,95441,534,17.71
Sorghum,30558,534,16.9
Sorghum,30558,534,19.88
Sorghum,30558,534,12.16
Sorghum,30558,534,14.19
Sorghum,30558,534,19.99
Sorghum,30558,534,17.71
Soybeans,17136,534,16.9
Soybeans,17136,534,19.88
Soybeans,17136,534,12.16
Soybeans,17136,534,14.19
Soybeans,17136,534,19.99
Soybeans,17136,534,17.71
Spotatoes,319252,534,16.9
Spotatoes,319252,534,19.88
Spotatoes,319252,534,12.16
Spotatoes,319252,534,14.19
Spotatoes,319252,534,19.99
Spotatoes,319252,534,17.71
Wheat,20301,534,16.9
Wheat,20301,534,19.88
Wheat,20301,534,12.16
Wheat,20301,534,14.19
Wheat,20301,534,19.99
Wheat,20301,534,17.71
Maize,64654,534,16.84
Maize,64654,534,20.08
Maize,64654,534,11.79
Maize,64654,534,14.27
Maize,64654,534,19.55
Maize,64654,534,17.47
Potatoes,382592,534,16.84
Potatoes,382592,534,20.08
Potatoes,382592,534,11.79
Potatoes,382592,534,14.27
Potatoes,382592,534,19.55
Potatoes,382592,534,17.47
Rice,89098,534,16.84
Rice,89098,534,20.08
Rice,89098,534,11.79
Rice,89098,534,14.27
Rice,89098,534,19.55
Rice,89098,534,17.47
Sorghum,33960,534,16.84
Sorghum,33960,534,20.08
Sorghum,33960,534,11.79
Sorghum,33960,534,14.27
Sorghum,33960,534,19.55
Sorghum,33960,534,17.47
Soybeans,22598,534,16.84
Soybeans,22598,534,20.08
Soybeans,22598,534,11.79
Soybeans,22598,534,14.27
Soybeans,22598,534,19.55
Soybeans,22598,534,17.47
Spotatoes,331853,534,16.84
Spotatoes,331853,534,20.08
Spotatoes,331853,534,11.79
Spotatoes,331853,534,14.27
Spotatoes,331853,534,19.55
Spotatoes,331853,534,17.47
Wheat,21511,534,16.84
Wheat,21511,534,20.08
Wheat,21511,534,11.79
Wheat,21511,534,14.27
Wheat,21511,534,19.55
Wheat,21511,534,17.47
Maize,64441,534,17.39
Maize,64441,534,20.14
Maize,64441,534,12.19
Maize,64441,534,14.74
Maize,64441,534,19.98
Maize,64441,534,18.09
Potatoes,385434,534,17.39
Potatoes,385434,534,20.14
Potatoes,385434,534,12.19
Potatoes,385434,534,14.74
Potatoes,385434,534,19.98
Potatoes,385434,534,18.09
Rice,102177,534,17.39
Rice,102177,534,20.14
Rice,102177,534,12.19
Rice,102177,534,14.74
Rice,102177,534,19.98
Rice,102177,534,18.09
Sorghum,34419,534,17.39
Sorghum,34419,534,20.14
Sorghum,34419,534,12.19
Sorghum,34419,534,14.74
Sorghum,34419,534,19.98
Sorghum,34419,534,18.09
Soybeans,22336,534,17.39
Soybeans,22336,534,20.14
Soybeans,22336,534,12.19
Soybeans,22336,534,14.74
Soybeans,22336,534,19.98
Soybeans,22336,534,18.09
Spotatoes,344391,534,17.39
Spotatoes,344391,534,20.14
Spotatoes,344391,534,12.19
Spotatoes,344391,534,14.74
Spotatoes,344391,534,19.98
Spotatoes,344391,534,18.09
Wheat,17609,534,17.39
Wheat,17609,534,20.14
Wheat,17609,534,12.19
Wheat,17609,534,14.74
Wheat,17609,534,19.98
Wheat,17609,534,18.09
Maize,81800,1110,9.23
Potatoes,249854,1110,9.23
Soybeans,19046,1110,9.23
Wheat,50479,1110,9.23
Maize,84800,1110,8.15
Potatoes,236372,1110,8.15
Soybeans,24958,1110,8.15
Wheat,50735,1110,8.15
Maize,64800,1110,9.49
Potatoes,223470,1110,9.49
Soybeans,17480,1110,9.49
Wheat,53938,1110,9.49
Maize,89710,1110,8.48
Potatoes,284925,1110,8.48
Soybeans,23168,1110,8.48
Wheat,42246,1110,8.48
Maize,79160,1110,9.89
Potatoes,199650,1110,9.89
Soybeans,22505,1110,9.89
Wheat,52088,1110,9.89
Maize,85000,1110,8.79
Potatoes,267949,1110,8.79
Soybeans,22768,1110,8.79
Wheat,50856,1110,8.79
Maize,86200,1110,7.4
Potatoes,291997,1110,7.4
Soybeans,20100,1110,7.4
Wheat,50069,1110,7.4
Maize,97800,1110,8.37
Potatoes,288325,1110,8.37
Soybeans,22000,1110,8.37
Wheat,52044,1110,8.37
Maize,96100,1110,9.01
Potatoes,283064,1110,9.01
Soybeans,25189,1110,9.01
Wheat,50749,1110,9.01
Maize,96000,1110,9.17
Potatoes,307044,1110,9.17
Soybeans,27209,1110,9.17
Wheat,54348,1110,9.17
Maize,98600,1110,10.08
Potatoes,292627,1110,10.08
Soybeans,21139,1110,10.08
Wheat,44688,1110,10.08
Maize,90869,1110,8.75
Potatoes,300394,1110,8.75
